iter	MultiClass
352	1.228885095
353	1.228680165
354	1.228420085
355	1.22832163
356	1.228177713
357	1.228050117
358	1.22791378
359	1.227794172
360	1.227619312
361	1.22743703
362	1.227220346
363	1.227050703
364	1.226811064
365	1.226513624
366	1.226348842
367	1.226118006
368	1.225884755
369	1.225599966
370	1.225319479
371	1.225035233
372	1.224712826
373	1.22463514
374	1.22431954
375	1.224063143
376	1.223796861
377	1.223536258
378	1.223387058
379	1.223289939
380	1.22318433
381	1.222950632
382	1.222827627
383	1.222688282
384	1.222454736
385	1.222153587
386	1.221917093
387	1.221832381
388	1.221629209
389	1.221518764
390	1.221237571
391	1.221046357
392	1.220745511
393	1.220619369
394	1.220470723
395	1.220309186
396	1.220244584
397	1.220012886
398	1.2199113
399	1.219588947
400	1.219386059
401	1.219250963
402	1.219073501
403	1.218972754
404	1.218774452
405	1.218569758
406	1.218290611
407	1.217967365
408	1.217675111
409	1.217566284
410	1.217416789
411	1.217344363
412	1.217085609
413	1.216892623
414	1.216536951
415	1.216499019
416	1.216319216
417	1.216239561
418	1.215995634
419	1.215917737
420	1.215687572
421	1.215580253
422	1.215288421
423	1.215161623
424	1.215007782
425	1.214821161
426	1.214699637
427	1.214588118
428	1.214445318
429	1.214292904
430	1.214139035
431	1.214000745
432	1.213744858
433	1.213579836
434	1.2132121
435	1.213136184
436	1.212846147
437	1.212562384
438	1.212398932
439	1.212237827
440	1.212173112
441	1.21201215
442	1.211837077
443	1.211659332
444	1.211591229
445	1.211457711
446	1.211277877
447	1.211130669
448	1.210922105
449	1.210721229
450	1.2105625
451	1.21036574
452	1.21015155
453	1.210014675
454	1.209926834
455	1.209793874
456	1.209708373
457	1.209555042
458	1.209471828
459	1.209351447
460	1.209205871
461	1.209001121
462	1.208890167
463	1.208797
464	1.208638445
465	1.208479998
466	1.208264058
467	1.208057663
468	1.207803951
469	1.207592499
470	1.20728179
471	1.207166577
472	1.206900906
473	1.206782388
474	1.206678135
475	1.206545888
476	1.206382931
477	1.206303045
478	1.206083065
479	1.205878317
480	1.205756291
481	1.205564568
482	1.20535978
483	1.205230623
484	1.205080724
485	1.204862764
486	1.204645325
487	1.204422189
488	1.20427701
489	1.204186745
490	1.204064345
491	1.203884113
492	1.203760623
493	1.203675734
494	1.203473192
495	1.203322617
496	1.20321782
497	1.203077242
498	1.20297208
499	1.202863085
500	1.202653211
501	1.202524542
502	1.202336294
503	1.20220395
504	1.201953795
505	1.201766084
506	1.20167058
507	1.20150819
508	1.201366478
509	1.201158889
510	1.201054305
511	1.200875733
512	1.200785071
513	1.200491685
514	1.200298057
515	1.200065478
516	1.200015064
517	1.199919765
518	1.199586888
519	1.199451919
520	1.199272132
521	1.199107015
522	1.198878929
523	1.19872941
524	1.198638642
525	1.198556538
526	1.198393714
527	1.198251649
528	1.198098001
529	1.197960179
530	1.1978051
531	1.197695867
532	1.197508445
533	1.197395667
534	1.197226252
535	1.197104676
536	1.196979246
537	1.196915858
538	1.196772537
539	1.196534867
540	1.196323058
541	1.196168268
542	1.19599287
543	1.195835883
544	1.195665273
545	1.19554266
546	1.195349744
547	1.195245913
548	1.195102778
549	1.194960266
550	1.194828237
551	1.194742179
552	1.194523768
553	1.194389357
554	1.194266006
555	1.194153523
556	1.193973423
557	1.193764116
558	1.193557044
559	1.193511125
560	1.193342158
561	1.193269539
562	1.193138877
563	1.192994512
564	1.192892881
565	1.192682844
566	1.192524681
567	1.192453915
568	1.192374534
569	1.19224089
570	1.192049866
571	1.191888362
572	1.191750856
573	1.191534266
574	1.191449797
575	1.191410151
576	1.191351176
577	1.191238282
578	1.191053669
579	1.190970789
580	1.190812862
581	1.1904915
582	1.190374065
583	1.19026437
584	1.190157338
585	1.189985394
586	1.189866052
587	1.189721944
588	1.189576989
589	1.189497493
590	1.189401968
591	1.189165695
592	1.1890845
593	1.188891
594	1.188712903
595	1.188598607
596	1.188431379
597	1.188373278
598	1.18824946
599	1.188034928
600	1.187888161
601	1.187807456
602	1.187703597
603	1.187628515
604	1.187492677
605	1.18739642
606	1.187285259
607	1.187162894
608	1.187040385
609	1.186964845
610	1.186770109
611	1.186621471
612	1.186503649
613	1.186306403
614	1.18623024
615	1.18613918
616	1.186013099
617	1.185934455
618	1.185697696
619	1.18556214
620	1.185514344
621	1.185347416
622	1.185156178
623	1.185041176
624	1.184883428
625	1.184786843
626	1.184714802
627	1.184588236
628	1.184527721
629	1.184404834
630	1.184181968
631	1.184066107
632	1.183994731
633	1.18390286
634	1.183733432
635	1.183590414
636	1.183442838
637	1.18327579
638	1.183172475
639	1.183088271
640	1.182908247
641	1.182824468
642	1.182741557
643	1.182626346
644	1.182543633
645	1.182492481
646	1.182355313
647	1.182201124
648	1.182150257
649	1.182056381
650	1.181874442
651	1.181778649
652	1.181527952
653	1.181331275
654	1.181276944
655	1.18109915
656	1.180943866
657	1.180880097
658	1.180685978
659	1.180519228
660	1.180351592
661	1.180249661
662	1.180207334
663	1.180065464
664	1.179939439
665	1.179878444
666	1.179560706
667	1.179418458
668	1.179276564
669	1.179139285
670	1.179051474
671	1.178890811
672	1.178623275
673	1.178518331
674	1.178450697
675	1.178366012
676	1.178235831
677	1.178154668
678	1.177953018
679	1.177807444
680	1.177667405
681	1.177596064
682	1.177517391
683	1.177483935
684	1.177426189
685	1.177279706
686	1.177165228
687	1.177011275
688	1.176876332
689	1.176651487
690	1.176536289
691	1.176479198
692	1.176407986
693	1.176307394
694	1.176237317
695	1.176173992
696	1.1759998
697	1.175902067
698	1.175788116
699	1.175650563
700	1.175588804
701	1.175371773
702	1.175279423
703	1.175231675
704	1.175098611
705	1.175006863
706	1.174895135
707	1.174736459
708	1.174640915
709	1.174557581
710	1.174353323
711	1.174299724
712	1.174189138
713	1.17406891
714	1.173902251
715	1.173820395
716	1.173722601
717	1.173672143
718	1.173513824
719	1.173402045
720	1.17324801
721	1.173179114
722	1.17308095
723	1.17301584
724	1.172937685
725	1.172791044
726	1.172691288
727	1.172610477
728	1.172369112
729	1.17227327
730	1.172185412
731	1.172020958
732	1.171908016
733	1.171852197
734	1.171731173
735	1.171633736
736	1.171499625
737	1.171444233
738	1.171312771
739	1.171203995
740	1.171031508
741	1.170939095
742	1.17089517
743	1.170815977
744	1.170771791
745	1.170648583
746	1.170519882
747	1.170405817
748	1.170300968
749	1.170093993
750	1.170007918
751	1.169952619
752	1.169812988
753	1.169670654
754	1.169454085
755	1.169290804
756	1.169219624
757	1.169056728
758	1.168908613
759	1.168796775
760	1.168706311
761	1.168602764
762	1.168415662
763	1.168282577
764	1.16816457
765	1.168107007
766	1.168038851
767	1.16790616
768	1.167779007
769	1.167568689
770	1.167485793
771	1.16744587
772	1.167263531
773	1.167155938
774	1.167061414
775	1.166948598
776	1.166739593
777	1.166603202
778	1.166535733
779	1.16640608
780	1.166266392
781	1.166172116
782	1.166105973
783	1.166063946
784	1.16580058
785	1.165653686
786	1.165578322
787	1.165395204
788	1.165320582
789	1.165160017
790	1.165092292
791	1.16499916
792	1.164918135
793	1.164817779
794	1.164704621
795	1.16455044
796	1.16445085
797	1.164286119
798	1.164172541
799	1.164062559
800	1.163894335
801	1.163823916
802	1.163618689
803	1.163503196
804	1.163322334
805	1.163266816
806	1.163185457
807	1.163094157
808	1.162958362
809	1.162877613
810	1.162795415
811	1.16274128
812	1.162617952
813	1.162460918
814	1.162345872
815	1.162195506
816	1.162097301
817	1.162003218
818	1.161882421
819	1.161813709
820	1.161737649
821	1.161690074
822	1.161467349
823	1.161385162
824	1.161297043
825	1.161247584
826	1.161077962
827	1.160980143
828	1.160849789
829	1.160684355
830	1.160546949
831	1.160487862
832	1.160306258
833	1.160264303
834	1.160165704
835	1.160089662
836	1.160011957
837	1.159855606
838	1.15974425
839	1.159574546
840	1.159489379
841	1.159420599
842	1.159212159
843	1.159023886
844	1.158945923
845	1.158794036
846	1.158694913
847	1.158656411
848	1.15857304
849	1.158486232
850	1.158393604
851	1.158319761
852	1.158239157
853	1.158200947
854	1.158125584
855	1.157956492
856	1.157888286
857	1.157740615
858	1.157690552
859	1.157550072
860	1.157490108
861	1.157354854
862	1.157228452
863	1.157120938
864	1.15706458
865	1.157005948
866	1.156909831
867	1.156816494
868	1.156720399
869	1.156634207
870	1.156578326
871	1.156522495
872	1.156436583
873	1.156207143
874	1.156048904
875	1.155971536
876	1.155844883
877	1.15575251
878	1.155621392
879	1.155475021
880	1.155425832
881	1.155264347
882	1.155119905
883	1.154987212
884	1.154903762
885	1.154753781
886	1.154679778
887	1.154513988
888	1.154454556
889	1.154356212
890	1.154280764
891	1.154193491
892	1.154074741
893	1.15400205
894	1.153928846
895	1.153858198
896	1.153653245
897	1.153552994
898	1.153478486
899	1.153330733
900	1.153188594
901	1.153126543
902	1.153067038
903	1.152938409
904	1.152838532
905	1.152696621
906	1.152615827
907	1.152523699
908	1.152455853
909	1.152406587
910	1.15223414
911	1.152102026
912	1.15204093
913	1.151906294
914	1.151816336
915	1.151770118
916	1.151654714
917	1.151581809
918	1.151525146
919	1.15149
920	1.151438529
921	1.151388722
922	1.151203087
923	1.151100092
924	1.151043443
925	1.150943865
926	1.150833591
927	1.150787729
928	1.150710638
929	1.150635749
930	1.150588747
931	1.150503817
932	1.150369258
933	1.150260901
934	1.150197053
935	1.150152334
936	1.150037195
937	1.149862666
938	1.14980475
939	1.149762495
940	1.14970838
941	1.149623982
942	1.149529262
943	1.14943312
944	1.14938955
945	1.149273483
946	1.149190536
947	1.149034012
948	1.148978957
949	1.148874963
950	1.148747299
951	1.148581844
952	1.1484709
953	1.14833258
954	1.148181241
955	1.148066882
956	1.147949404
957	1.147858711
958	1.147713764
959	1.147567139
960	1.147382085
961	1.147227069
962	1.147099461
963	1.147055129
964	1.147020993
965	1.146906175
966	1.146805934
967	1.146728395
968	1.14663586
969	1.146518509
970	1.146470496
971	1.14634436
972	1.146269595
973	1.146151417
974	1.146026645
975	1.14589379
976	1.145841334
977	1.14580621
978	1.145740859
979	1.14564102
980	1.145596468
981	1.145524174
982	1.145414136
983	1.145314277
984	1.145188617
985	1.145136327
986	1.145025601
987	1.1449535
988	1.14490874
989	1.144857541
990	1.144699372
991	1.144528602
992	1.144442451
993	1.1443638
994	1.144292552
995	1.144129477
996	1.144056827
997	1.143950778
998	1.143913566
999	1.143824784
